plm,dataset,feature_set,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,pr_auc_chance
ProtTrans,full,diff_eos,0.3184178036649348,0.01680773613825553,0.5827366190045666,0.013772092550221604,0.25067980965329706
ProtTrans,full,diff_mutpos,0.3442812423266573,0.01576311411529214,0.6094436353962507,0.015710432188117473,0.25067980965329706
ProtTrans,full,diff_mean,0.32687415314945395,0.019839028926084756,0.5838601601853315,0.02326818493589747,0.25067980965329706
ProtTrans,9mer,diff_eos,0.35969821907116356,0.01049715142466534,0.5257457619853338,0.017234697145372242,0.33202486097481193
ProtTrans,9mer,diff_mutpos,0.3568097262977032,0.013193452181326708,0.5293325447948523,0.018467668768003462,0.33202486097481193
ProtTrans,9mer,diff_mean,0.3649273782086083,0.00977448214231595,0.5395143870725743,0.01716601262989847,0.33202486097481193
ProtTrans,9mer_HLA_A02,diff_eos,0.39476749344201656,0.048042415124086246,0.511115043101929,0.02572805109899933,0.3780487804878049
ProtTrans,9mer_HLA_A02,diff_mutpos,0.42226838705870984,0.054614493430499976,0.5286056076141915,0.04143403516472217,0.3780487804878049
ProtTrans,9mer_HLA_A02,diff_mean,0.42039266888282,0.05971799634935388,0.5262114003371187,0.026852626441659286,0.3780487804878049
